Id;Name;Duration;LastRun;LastResults;Verdict;Cycle;Stage
44;78084;56861;2015-02-13 16:17:00;[1];1;1;2
45;78093;57542;2015-02-13 16:17:00;[1];1;1;2
46;78081;56285;2015-02-13 16:17:00;[1];1;1;2
47;78083;57145;2015-02-13 16:17:00;[1];1;1;2
48;78090;59522;2015-02-13 16:17:00;[1];1;1;2
49;78082;57262;2015-02-13 16:17:00;[1];1;1;2
50;78086;59120;2015-02-13 16:17:00;[1];1;1;2
51;78075;61690;2015-02-13 16:19:00;[1, 1];0;1;3
52;78090;59522;2015-02-13 16:19:00;[1, 1];0;1;3
53;78074;54015;2015-02-13 16:19:00;[1, 1];0;1;3
54;78080;55577;2015-02-13 16:19:00;[1, 1];0;1;3
55;78076;57319;2015-02-13 16:19:00;[1, 1];0;1;3
56;78088;63852;2015-02-13 16:19:00;[1, 1];0;1;3
57;78077;59096;2015-02-13 16:19:00;[1, 1];0;1;3
58;78087;56098;2015-02-13 16:19:00;[1, 1];0;1;3
59;78086;59120;2015-02-13 16:19:00;[1, 1];0;1;3
60;78078;58661;2015-02-13 16:19:00;[1, 1];0;1;3
61;78084;56861;2015-02-13 16:19:00;[1, 1];0;1;3
62;78083;57145;2015-02-13 16:19:00;[1, 1];0;1;3
63;78082;57262;2015-02-13 16:19:00;[1, 1];0;1;3
64;78079;59348;2015-02-13 16:19:00;[1, 1];0;1;3
65;78081;56285;2015-02-13 16:19:00;[1, 1];1;1;3
66;78089;62456;2015-02-13 16:19:00;[1, 1];0;1;3
67;78085;55332;2015-02-13 16:19:00;[1, 1];0;1;3
68;78091;57323;2015-02-13 16:19:00;[1, 1];0;1;3
69;78092;57052;2015-02-13 16:19:00;[1, 1];0;1;3
70;78093;57542;2015-02-13 16:19:00;[1, 1];0;1;3
71;78098;54792;2015-02-13 16:19:00;[1, 1];1;1;3
72;78094;56819;2015-02-13 16:19:00;[1, 1];0;1;3
73;78095;57176;2015-02-13 16:19:00;[1, 1];0;1;3
74;78097;56062;2015-02-13 16:19:00;[1, 1];0;1;3
75;78096;57046;2015-02-13 16:19:00;[1, 1];0;1;3
76;78234;56234;2015-02-13 16:54:00;[];0;1;3
77;78284;54963;2015-02-13 16:54:00;[];1;1;3
78;78241;54977;2015-02-13 16:54:00;[];0;1;3
79;78283;54665;2015-02-13 16:54:00;[];1;1;3
80;78242;56751;2015-02-13 16:54:00;[];0;1;3
81;78281;59402;2015-02-13 16:54:00;[];1;1;3
82;78240;57381;2015-02-13 16:54:00;[];0;1;3
83;78243;55845;2015-02-13 16:54:00;[];0;1;3
84;78280;57234;2015-02-13 16:54:00;[];1;1;3
85;78279;55504;2015-02-13 16:54:00;[];1;1;3
86;78278;55764;2015-02-13 16:54:00;[];1;1;3
87;78277;55361;2015-02-13 16:54:00;[];1;1;3
88;78282;57595;2015-02-13 16:54:00;[];1;1;3
89;78285;57158;2015-02-13 16:54:00;[];1;1;3
90;78288;58444;2015-02-13 16:54:00;[];1;1;3
91;78239;57275;2015-02-13 16:54:00;[];0;1;3
92;78287;56015;2015-02-13 16:54:00;[];1;1;3
93;78276;59072;2015-02-13 16:54:00;[];1;1;3
94;78289;57466;2015-02-13 16:54:00;[];1;1;3
95;78237;58740;2015-02-13 16:54:00;[];0;1;3
96;78236;55042;2015-02-13 16:54:00;[];0;1;3
97;78290;55925;2015-02-13 16:54:00;[];1;1;3
98;78291;60362;2015-02-13 16:54:00;[];1;1;3
99;78292;55544;2015-02-13 16:54:00;[];1;1;3
100;78293;59936;2015-02-13 16:54:00;[];1;1;3
101;78235;57310;2015-02-13 16:54:00;[];0;1;3
102;78294;58425;2015-02-13 16:54:00;[];1;1;3
103;78295;54629;2015-02-13 16:54:00;[];1;1;3
104;78286;55782;2015-02-13 16:54:00;[];1;1;3
105;78275;55244;2015-02-13 16:54:00;[];1;1;3
106;78271;59205;2015-02-13 16:54:00;[];1;1;3
107;78273;54746;2015-02-13 16:54:00;[];1;1;3
108;78251;58937;2015-02-13 16:54:00;[];1;1;3
109;78253;55691;2015-02-13 16:54:00;[];1;1;3
110;78250;58901;2015-02-13 16:54:00;[];1;1;3
111;78249;55620;2015-02-13 16:54:00;[];1;1;3
112;78254;57733;2015-02-13 16:54:00;[];1;1;3
113;78248;57267;2015-02-13 16:54:00;[];1;1;3
114;78255;58286;2015-02-13 16:54:00;[];1;1;3
115;78247;60208;2015-02-13 16:54:00;[];1;1;3
116;78256;56852;2015-02-13 16:54:00;[];1;1;3
117;78257;57101;2015-02-13 16:54:00;[];1;1;3
118;78258;57786;2015-02-13 16:54:00;[];1;1;3
119;78259;56426;2015-02-13 16:54:00;[];1;1;3
120;78246;54984;2015-02-13 16:54:00;[];0;1;3
121;78274;58926;2015-02-13 16:54:00;[];1;1;3
122;78260;55928;2015-02-13 16:54:00;[];1;1;3
123;78262;55465;2015-02-13 16:54:00;[];1;1;3
124;78263;55051;2015-02-13 16:54:00;[];1;1;3
125;78264;56054;2015-02-13 16:54:00;[];1;1;3
126;78265;55599;2015-02-13 16:54:00;[];1;1;3
127;78266;57499;2015-02-13 16:54:00;[];1;1;3
128;78267;56626;2015-02-13 16:54:00;[];1;1;3
129;78268;56810;2015-02-13 16:54:00;[];1;1;3
130;78269;57451;2015-02-13 16:54:00;[];1;1;3
131;78245;56448;2015-02-13 16:54:00;[];0;1;3
132;78244;55593;2015-02-13 16:54:00;[];0;1;3
133;78270;55204;2015-02-13 16:54:00;[];1;1;3
134;78252;56140;2015-02-13 16:54:00;[];1;1;3
135;78272;55891;2015-02-13 16:54:00;[];1;1;3
136;78261;55639;2015-02-13 16:54:00;[];1;1;3
137;78233;57533;2015-02-13 16:54:00;[];0;1;3
138;78209;55956;2015-02-13 16:54:00;[];1;1;3
139;78231;57525;2015-02-13 16:54:00;[];0;1;3
140;78183;56291;2015-02-13 16:54:00;[];0;1;3
141;78182;55779;2015-02-13 16:54:00;[];0;1;3
142;78181;56434;2015-02-13 16:54:00;[];0;1;3
143;78155;55184;2015-02-13 16:54:00;[];1;1;3
144;78180;57479;2015-02-13 16:54:00;[];0;1;3
145;78179;58366;2015-02-13 16:54:00;[];0;1;3
146;78178;58936;2015-02-13 16:54:00;[];0;1;3
147;78177;56648;2015-02-13 16:54:00;[];1;1;3
148;78156;55566;2015-02-13 16:54:00;[];1;1;3
149;78176;58800;2015-02-13 16:54:00;[];0;1;3
150;78175;57176;2015-02-13 16:54:00;[];0;1;3
151;78174;59629;2015-02-13 16:54:00;[];1;1;3
152;78157;55266;2015-02-13 16:54:00;[];1;1;3
153;78184;55118;2015-02-13 16:54:00;[];0;1;3
154;78173;58233;2015-02-13 16:54:00;[];0;1;3
155;78171;57288;2015-02-13 16:54:00;[];0;1;3
156;78158;55287;2015-02-13 16:54:00;[];1;1;3
157;78170;56625;2015-02-13 16:54:00;[];0;1;3
158;78169;55875;2015-02-13 16:54:00;[];0;1;3
159;78168;60127;2015-02-13 16:54:00;[];0;1;3
160;78159;55802;2015-02-13 16:54:00;[];1;1;3
161;78167;56715;2015-02-13 16:54:00;[];0;1;3
162;78166;59311;2015-02-13 16:54:00;[];1;1;3
163;78165;54860;2015-02-13 16:54:00;[];1;1;3
164;78160;54744;2015-02-13 16:54:00;[];1;1;3
165;78164;55455;2015-02-13 16:54:00;[];1;1;3
166;78163;56846;2015-02-13 16:54:00;[];1;1;3
167;78162;54636;2015-02-13 16:54:00;[];1;1;3
168;78172;58013;2015-02-13 16:54:00;[];0;1;3
169;78154;55066;2015-02-13 16:54:00;[];1;1;3
170;78153;56034;2015-02-13 16:54:00;[];1;1;3
171;78194;56191;2015-02-13 16:54:00;[];1;1;3
172;78230;55849;2015-02-13 16:54:00;[];0;1;3
173;78229;56277;2015-02-13 16:54:00;[];0;1;3
174;78227;58674;2015-02-13 16:54:00;[];0;1;3
175;78226;57675;2015-02-13 16:54:00;[];0;1;3
176;78225;55495;2015-02-13 16:54:00;[];0;1;3
177;78224;57065;2015-02-13 16:54:00;[];0;1;3
178;78223;47346;2015-02-13 16:54:00;[];0;1;3
179;78222;55216;2015-02-13 16:54:00;[];0;1;3
180;78221;57122;2015-02-13 16:54:00;[];1;1;3
181;78296;57069;2015-02-13 16:54:00;[];1;1;3
182;78210;55374;2015-02-13 16:54:00;[];0;1;3
183;78208;57678;2015-02-13 16:54:00;[];0;1;3
184;78207;56581;2015-02-13 16:54:00;[];0;1;3
185;78206;55832;2015-02-13 16:54:00;[];1;1;3
186;78205;56787;2015-02-13 16:54:00;[];0;1;3
187;78204;56832;2015-02-13 16:54:00;[];0;1;3
188;78203;55684;2015-02-13 16:54:00;[];1;1;3
189;78202;57849;2015-02-13 16:54:00;[];1;1;3
190;78201;56895;2015-02-13 16:54:00;[];0;1;3
191;78200;56228;2015-02-13 16:54:00;[];0;1;3
192;78199;56479;2015-02-13 16:54:00;[];0;1;3
193;78198;54847;2015-02-13 16:54:00;[];0;1;3
194;78197;54525;2015-02-13 16:54:00;[];0;1;3
195;78149;56856;2015-02-13 16:54:00;[];1;1;3
196;78196;53569;2015-02-13 16:54:00;[];0;1;3
197;78150;57007;2015-02-13 16:54:00;[];1;1;3
198;78151;46704;2015-02-13 16:54:00;[];1;1;3
199;78195;58960;2015-02-13 16:54:00;[];1;1;3
200;78152;55968;2015-02-13 16:54:00;[];1;1;3
201;78232;57199;2015-02-13 16:54:00;[];0;1;3
202;78297;55960;2015-02-13 16:54:00;[];1;1;3
203;78228;56260;2015-02-13 16:54:00;[];0;1;3
204;78161;54815;2015-02-13 16:54:00;[];1;1;3
205;78298;54810;2015-02-13 16:54:00;[];1;1;3
206;78075;61690;2015-02-19 16:18:00;[0, 1, 1];1;2;4
207;78078;58661;2015-02-23 16:28:00;[0, 1, 1];1;3;5
208;78086;59120;2015-02-23 16:28:00;[0, 1, 1];1;4;6
209;78091;57323;2015-02-23 16:28:00;[0, 1, 1];1;4;6
210;78092;57052;2015-02-23 16:28:00;[0, 1, 1];1;4;6
211;78079;59348;2015-02-23 16:28:00;[0, 1, 1];1;4;6
212;78093;57542;2015-02-23 16:28:00;[0, 1, 1];1;4;6
213;78085;55332;2015-02-23 16:28:00;[0, 1, 1];1;4;6
214;78081;56285;2015-02-23 16:28:00;[1, 1, 1];1;4;6
215;78094;56819;2015-02-23 16:28:00;[0, 1, 1];1;4;6
216;78080;55577;2015-02-23 16:28:00;[0, 1, 1];1;4;6
217;78095;57176;2015-02-23 16:28:00;[0, 1, 1];1;4;6
218;78084;56861;2015-02-23 16:28:00;[0, 1, 1];1;4;6
219;78097;56062;2015-02-23 16:28:00;[0, 1, 1];1;4;6
220;78074;54015;2015-02-23 16:28:00;[0, 1, 1];1;4;6
221;78090;59522;2015-02-23 16:28:00;[0, 1, 1];1;4;6
222;78083;57145;2015-02-23 16:28:00;[0, 1, 1];1;4;6
223;78096;57046;2015-02-23 16:28:00;[0, 1, 1];1;4;6
224;78075;61690;2015-02-23 16:28:00;[1, 0, 1, 1];1;4;6
225;78088;63852;2015-02-23 16:28:00;[0, 1, 1];1;4;6
226;78098;54792;2015-02-23 16:28:00;[1, 1, 1];1;4;6
227;78076;57319;2015-02-23 16:28:00;[0, 1, 1];1;4;6
228;78087;56098;2015-02-23 16:28:00;[0, 1, 1];1;4;6
229;78082;57262;2015-02-23 16:28:00;[0, 1, 1];1;4;6
230;78089;62456;2015-02-23 16:28:00;[0, 1, 1];1;4;6
231;78077;59096;2015-02-23 16:28:00;[0, 1, 1];1;4;6
232;78084;56861;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
233;78088;63852;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
234;78076;57319;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
235;78080;55577;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
236;78095;57176;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
237;78094;56819;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
238;78077;59096;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
239;78075;61690;2015-02-23 16:32:00;[1, 1, 0, 1, 1];0;4;7
240;78090;59522;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
241;78079;59348;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
242;78092;57052;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
243;78087;56098;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
244;78091;57323;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
245;78086;59120;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
246;78096;57046;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
247;78078;58661;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
248;78074;54015;2015-02-23 16:32:00;[1, 0, 1, 1];1;4;7
249;78089;62456;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
250;78093;57542;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
251;78085;55332;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
252;78098;54792;2015-02-23 16:32:00;[1, 1, 1, 1];1;4;7
253;78082;57262;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
254;78097;56062;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
255;78083;57145;2015-02-23 16:32:00;[1, 0, 1, 1];0;4;7
256;78081;56285;2015-02-23 16:32:00;[1, 1, 1, 1];1;4;7
257;78166;59311;2015-02-24 13:29:00;[1];0;4;7
258;78175;57176;2015-02-24 18:31:00;[0];0;5;8
259;78170;56625;2015-02-24 18:31:00;[0];0;5;8
260;78151;46704;2015-02-24 18:31:00;[1];0;5;8
261;78178;58936;2015-02-24 18:31:00;[0];0;5;8
262;78194;56191;2015-02-24 18:31:00;[1];1;5;8
263;78166;59311;2015-02-24 18:31:00;[0, 1];0;5;8
264;78196;53569;2015-02-24 18:31:00;[0];0;5;8
265;78171;57288;2015-02-24 18:31:00;[0];0;5;8
266;78177;56648;2015-02-24 18:31:00;[1];0;5;8
267;78165;54860;2015-02-24 18:31:00;[1];0;5;8
268;78195;58960;2015-02-24 18:31:00;[1];0;5;8
269;78152;55968;2015-02-24 18:31:00;[1];1;5;8
270;78159;55802;2015-02-24 18:31:00;[1];0;5;8
271;78176;58800;2015-02-24 18:31:00;[0];0;5;8
272;78181;56434;2015-02-24 18:31:00;[0];0;5;8
273;78172;58013;2015-02-24 18:31:00;[0];0;5;8
274;78149;56856;2015-02-24 18:31:00;[1];1;5;8
275;78153;56034;2015-02-24 18:31:00;[1];1;5;8
276;78198;54847;2015-02-24 18:31:00;[0];0;5;8
277;78157;55266;2015-02-24 18:31:00;[1];1;5;8
278;78158;55287;2015-02-24 18:31:00;[1];0;5;8
279;78173;58233;2015-02-24 18:31:00;[0];0;5;8
280;78154;55066;2015-02-24 18:31:00;[1];0;5;8
281;78174;59629;2015-02-24 18:31:00;[1];1;5;8
282;78150;57007;2015-02-24 18:31:00;[1];0;5;8
283;78160;54744;2015-02-24 18:31:00;[1];0;5;8
284;78163;56846;2015-02-24 18:31:00;[1];0;5;8
285;78156;55566;2015-02-24 18:31:00;[1];1;5;8
286;78179;58366;2015-02-24 18:31:00;[0];0;5;8
287;78168;60127;2015-02-24 18:31:00;[0];0;5;8
288;78182;55779;2015-02-24 18:31:00;[0];0;5;8
289;78183;56291;2015-02-24 18:31:00;[0];0;5;8
290;78164;55455;2015-02-24 18:31:00;[1];0;5;8
291;78161;54815;2015-02-24 18:31:00;[1];0;5;8
292;78167;56715;2015-02-24 18:31:00;[0];0;5;8
293;78180;57479;2015-02-24 18:31:00;[0];0;5;8
294;78169;55875;2015-02-24 18:31:00;[0];0;5;8
295;78162;54636;2015-02-24 18:31:00;[1];0;5;8
296;78199;56479;2015-02-24 18:31:00;[0];0;5;8
297;78155;55184;2015-02-24 18:31:00;[1];0;5;8
298;78184;55118;2015-02-24 18:31:00;[0];0;5;8
299;78197;54525;2015-02-24 18:31:00;[0];0;5;8
300;78256;56852;2015-02-24 18:32:00;[1];0;5;8
301;82457;55690;2015-02-24 18:32:00;[];0;5;8
302;78227;58674;2015-02-24 18:32:00;[0];0;5;8
303;78205;56787;2015-02-24 18:32:00;[0];0;5;8
304;78251;58937;2015-02-24 18:32:00;[1];0;5;8
305;82438;56181;2015-02-24 18:32:00;[];1;5;8
306;78228;56260;2015-02-24 18:32:00;[0];0;5;8
307;78274;58926;2015-02-24 18:32:00;[1];0;5;8
308;82486;58622;2015-02-24 18:32:00;[];1;5;8
309;78204;56832;2015-02-24 18:32:00;[0];0;5;8
310;82443;55994;2015-02-24 18:32:00;[];1;5;8
311;82493;54752;2015-02-24 18:32:00;[];0;5;8
312;82488;57416;2015-02-24 18:32:00;[];1;5;8
313;82428;56815;2015-02-24 18:32:00;[];1;5;8
314;82441;58132;2015-02-24 18:32:00;[];1;5;8
315;78273;54746;2015-02-24 18:32:00;[1];0;5;8
316;78232;57199;2015-02-24 18:32:00;[0];0;5;8
317;78281;59402;2015-02-24 18:32:00;[1];0;5;8
318;78231;57525;2015-02-24 18:32:00;[0];0;5;8
319;82475;55581;2015-02-24 18:32:00;[];0;5;8
320;78276;59072;2015-02-24 18:32:00;[1];0;5;8
321;78254;57733;2015-02-24 18:32:00;[1];0;5;8
322;78278;55764;2015-02-24 18:32:00;[1];0;5;8
323;82459;55209;2015-02-24 18:32:00;[];0;5;8
324;78207;56581;2015-02-24 18:32:00;[0];0;5;8
325;82440;56302;2015-02-24 18:32:00;[];1;5;8
326;78255;58286;2015-02-24 18:32:00;[1];0;5;8
327;78279;55504;2015-02-24 18:32:00;[1];0;5;8
328;78229;56277;2015-02-24 18:32:00;[0];0;5;8
329;82494;57241;2015-02-24 18:32:00;[];0;5;8
330;82426;55007;2015-02-24 18:32:00;[];1;5;8
331;84005;56263;2015-02-24 18:32:00;[];1;5;8
332;78275;55244;2015-02-24 18:32:00;[1];0;5;8
333;78252;56140;2015-02-24 18:32:00;[1];0;5;8
334;82425;54746;2015-02-24 18:32:00;[];1;5;8
335;82458;57036;2015-02-24 18:32:00;[];0;5;8
336;82474;57172;2015-02-24 18:32:00;[];0;5;8
337;78253;55691;2015-02-24 18:32:00;[1];1;5;8
338;78280;57234;2015-02-24 18:32:00;[1];0;5;8
339;82473;56452;2015-02-24 18:32:00;[];1;5;8
340;78206;55832;2015-02-24 18:32:00;[1];0;5;8
341;78230;55849;2015-02-24 18:32:00;[0];0;5;8
342;82442;56296;2015-02-24 18:32:00;[];1;5;8
343;82495;56225;2015-02-24 18:32:00;[];1;5;8
344;78277;55361;2015-02-24 18:32:00;[1];0;5;8
345;82484;56294;2015-02-24 18:32:00;[];0;5;8
346;78234;56234;2015-02-24 18:32:00;[0];0;5;8
347;82476;56199;2015-02-24 18:32:00;[];0;5;8
348;82490;55403;2015-02-24 18:32:00;[];1;5;8
349;82433;56058;2015-02-24 18:32:00;[];1;5;8
350;82449;55065;2015-02-24 18:32:00;[];0;5;8
351;82445;55643;2015-02-24 18:32:00;[];1;5;8
352;82437;55591;2015-02-24 18:32:00;[];1;5;8
353;78264;56054;2015-02-24 18:32:00;[1];0;5;8
354;82481;57078;2015-02-24 18:32:00;[];0;5;8
355;78243;55845;2015-02-24 18:32:00;[0];0;5;8
356;82480;55397;2015-02-24 18:32:00;[];0;5;8
357;82450;57149;2015-02-24 18:32:00;[];0;5;8
358;78265;55599;2015-02-24 18:32:00;[1];0;5;8
359;78242;56751;2015-02-24 18:32:00;[0];0;5;8
360;78241;54977;2015-02-24 18:32:00;[0];0;5;8
361;82432;56187;2015-02-24 18:32:00;[];1;5;8
362;78258;57786;2015-02-24 18:32:00;[1];0;5;8
363;82451;55239;2015-02-24 18:32:00;[];0;5;8
364;78263;55051;2015-02-24 18:32:00;[1];0;5;8
365;78201;56895;2015-02-24 18:32:00;[0];0;5;8
366;82446;56173;2015-02-24 18:32:00;[];1;5;8
367;82489;55602;2015-02-24 18:32:00;[];0;5;8
368;82435;56933;2015-02-24 18:32:00;[];1;5;8
369;78246;54984;2015-02-24 18:32:00;[0];1;5;8
370;78260;55928;2015-02-24 18:32:00;[1];0;5;8
371;82483;55648;2015-02-24 18:32:00;[];0;5;8
372;78244;55593;2015-02-24 18:32:00;[0];0;5;8
373;82447;56909;2015-02-24 18:32:00;[];1;5;8
374;78245;56448;2015-02-24 18:32:00;[0];0;5;8
375;78247;60208;2015-02-24 18:32:00;[1];0;5;8
376;82434;57460;2015-02-24 18:32:00;[];1;5;8
377;82482;56501;2015-02-24 18:32:00;[];0;5;8
378;78262;55465;2015-02-24 18:32:00;[1];0;5;8
379;82448;55612;2015-02-24 18:32:00;[];0;5;8
380;78261;55639;2015-02-24 18:32:00;[1];0;5;8
381;82456;56015;2015-02-24 18:32:00;[];0;5;8
382;78248;57267;2015-02-24 18:32:00;[1];0;5;8
383;78266;57499;2015-02-24 18:32:00;[1];0;5;8
384;82454;55394;2015-02-24 18:32:00;[];0;5;8
385;78235;57310;2015-02-24 18:32:00;[0];0;5;8
386;78257;57101;2015-02-24 18:32:00;[1];0;5;8
387;78250;58901;2015-02-24 18:32:00;[1];0;5;8
388;82477;54933;2015-02-24 18:32:00;[];0;5;8
389;78270;55204;2015-02-24 18:32:00;[1];0;5;8
390;82430;57141;2015-02-24 18:32:00;[];1;5;8
391;82492;55423;2015-02-24 18:32:00;[];0;5;8
392;78259;56426;2015-02-24 18:32:00;[1];0;5;8
393;78271;59205;2015-02-24 18:32:00;[1];0;5;8
394;82455;52542;2015-02-24 18:32:00;[];0;5;8
395;82429;58401;2015-02-24 18:32:00;[];1;5;8
396;78233;57533;2015-02-24 18:32:00;[0];0;5;8
397;78272;55891;2015-02-24 18:32:00;[1];0;5;8
398;78203;55684;2015-02-24 18:32:00;[1];0;5;8
399;78200;56228;2015-02-24 18:32:00;[0];0;5;8
400;78269;57451;2015-02-24 18:32:00;[1];0;5;8
401;82453;54572;2015-02-24 18:32:00;[];0;5;8
402;82479;56397;2015-02-24 18:32:00;[];0;5;8
403;78240;57381;2015-02-24 18:32:00;[0];0;5;8
404;82491;55937;2015-02-24 18:32:00;[];1;5;8
405;78267;56626;2015-02-24 18:32:00;[1];0;5;8
406;78202;57849;2015-02-24 18:32:00;[1];1;5;8
407;82452;55366;2015-02-24 18:32:00;[];0;5;8
408;78236;55042;2015-02-24 18:32:00;[0];0;5;8
409;78239;57275;2015-02-24 18:32:00;[0];0;5;8
410;78237;58740;2015-02-24 18:32:00;[0];0;5;8
411;82485;54539;2015-02-24 18:32:00;[];0;5;8
412;78268;56810;2015-02-24 18:32:00;[1];0;5;8
413;82444;55000;2015-02-24 18:32:00;[];1;5;8
414;78249;55620;2015-02-24 18:32:00;[1];0;5;8
415;82478;56793;2015-02-24 18:32:00;[];0;5;8
416;82431;55444;2015-02-24 18:32:00;[];1;5;8
417;82472;54366;2015-02-24 18:32:00;[];0;5;8
418;82427;56490;2015-02-24 18:32:00;[];1;5;8
419;82424;55886;2015-02-24 18:32:00;[];1;5;8
420;82517;56708;2015-02-24 18:32:00;[];1;5;8
421;82516;58788;2015-02-24 18:32:00;[];1;5;8
422;78290;55925;2015-02-24 18:32:00;[1];0;5;8
423;78221;57122;2015-02-24 18:32:00;[1];1;5;8
424;82469;56371;2015-02-24 18:32:00;[];0;5;8
425;78210;55374;2015-02-24 18:32:00;[0];0;5;8
426;82420;55796;2015-02-24 18:32:00;[];1;5;8
427;82515;55231;2015-02-24 18:32:00;[];1;5;8
428;78291;60362;2015-02-24 18:32:00;[1];0;5;8
429;78220;55226;2015-02-24 18:32:00;[];0;5;8
430;82514;55381;2015-02-24 18:32:00;[];1;5;8
431;82419;26714;2015-02-24 18:32:00;[];1;5;8
432;82499;57793;2015-02-24 18:32:00;[];0;5;8
433;78292;55544;2015-02-24 18:32:00;[1];0;5;8
434;82463;57649;2015-02-24 18:32:00;[];0;5;8
435;82518;55235;2015-02-24 18:32:00;[];1;5;8
436;78289;57466;2015-02-24 18:32:00;[1];0;5;8
437;82498;55408;2015-02-24 18:32:00;[];0;5;8
438;78224;57065;2015-02-24 18:32:00;[0];0;5;8
439;78286;55782;2015-02-24 18:32:00;[1];0;5;8
440;78209;55956;2015-02-24 18:32:00;[1];1;5;8
441;82523;56065;2015-02-24 18:32:00;[];1;5;8
442;78287;56015;2015-02-24 18:32:00;[1];0;5;8
443;78223;47346;2015-02-24 18:32:00;[0];0;5;8
444;82522;58512;2015-02-24 18:32:00;[];1;5;8
445;82470;56300;2015-02-24 18:32:00;[];0;5;8
446;82421;55549;2015-02-24 18:32:00;[];1;5;8
447;82521;56830;2015-02-24 18:32:00;[];1;5;8
448;78288;58444;2015-02-24 18:32:00;[1];0;5;8
449;82520;57278;2015-02-24 18:32:00;[];1;5;8
450;82462;56853;2015-02-24 18:32:00;[];0;5;8
451;82519;56380;2015-02-24 18:32:00;[];1;5;8
452;78222;55216;2015-02-24 18:32:00;[0];0;5;8
453;78219;55928;2015-02-24 18:32:00;[];1;5;8
454;82497;57982;2015-02-24 18:32:00;[];0;5;8
455;82513;54743;2015-02-24 18:32:00;[];1;5;8
456;82512;56949;2015-02-24 18:32:00;[];1;5;8
